"prs_id","prs_originelenaam","prs_achternaam","prs_tussenvoegsels","prs_initialen","prs_voornamen","rol_functie","prs_UUID","vwz_archivelink"
"9556","Petit Jean, Elias","Petit Jean","","","Elias","onderofficier","f84f10b2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//39///"
"9557","Petri, A.","Petri","","A.","A.","soldaat","f84f167a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//139///"
"9558","Petri, Christ","Petri","","","Christ","soldaat","f84f1c92-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//64///"
"9559","Petri, George","Petri","","","George","onderofficier","f84f219c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//247///"
"9560","Petri, Hendrik","Petri","","","Hendrik","soldaat","f84f26f6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//39///"
"9561","Petri, Johannes","Petri","","","Johannes","soldaat","f84f2ca0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//15///|NL-HaNA/2.01.15/183//21///"
"9562","Petrie, Adolff","Petrie","","","Adolff","soldaat","f84f3204-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//65///"
"9563","Petrie, G. Hendrik","Petrie","","G.","G. Hendrik","onderofficier","f84f384e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//64///"
"9564","Petrie, H.","Petrie","","H.","H.","soldaat","f84f3ce0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//139///"
"9565","Petrie, Jan","Petrie","","","Jan","soldaat","f84f4262-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//65///"
"9566","Petters, Pieter","Petters","","","Pieter","soldaat","f84f479e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//139///|NL-HaNA/2.01.15/160//66///"
"9567","Petz, Hendrik Lodewijk","Petz","","","Hendrik Lodewijk","officier","f84f4cb2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//14///|NL-HaNA/2.01.15/175//211///"
"9568","Peul, Hendrik","Peul","","","Hendrik","soldaat","f84f51da-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//212///"
"9569","Peuler, Hendrik","Peuler","","","Hendrik","soldaat","f84f58ba-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//65///"
"9570","Peusen, Johannes","Peusen","","","Johannes","soldaat","f84f5e46-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//32///"
"9571","Peusen, Melchior","Peusen","","","Melchior","soldaat","f84f66ca-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//191///|NL-HaNA/2.01.15/160//65///"
"9572","Peyer, J.T.","Peyer","","J.T.","J.T.","officier","f84f6b70-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//76///"
"9573","Peyer Imhoff, J.F.","Peyer Imhoff","","J.F.","J.F.","officier","f84f705c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/173//43///|NL-HaNA/2.01.15/172//80///"
"9574","Peyffers, A.M., wed.v.J.H.Kuyper","Peyffers","","A.M.","A.M.  wed.v.J.H.Kuyper","soldaat","f84f7520-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/181//3///|NL-HaNA/2.01.15/180//3///"
"9575","Peyl, Frederik","Peyl","","","Frederik","soldaat","f84f7a48-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//64///"
"9576","Peyl, L.","Peyl","","L.","L.","soldaat","f84f7fc0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//154///"
"9577","Peyls, Arnold","Peyls","","","Arnold","soldaat","f84f84e8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//32///"
"9578","Peyper, J.D.","Peyper","","J.D.","J.D.","soldaat","f84f8a74-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//68///"
"9579","Peypers, Bartholomeus","Peypers","","","Bartholomeus","officier","f84f8fce-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//128///|NL-HaNA/2.01.15/173//22///|NL-HaNA/2.01.15/159//122///"
"9580","Pfaltzer, Peter","Pfaltzer","","","Peter","onderofficier","f84f9514-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//17///|NL-HaNA/2.01.15/168//240///|NL-HaNA/2.01.15/165//39///"
"9581","Pfeffer, C.","Pfeffer","","C.","C.","soldaat","f84f9a50-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//85///"
"9582","Pfefferburts, J.O.","Pfefferburts","","J.O.","J.O.","onderofficier","f84fa05e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//8///"
"9583","Pfeiffer, Andries","Pfeiffer","","","Andries","soldaat","f84fa5b8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//39///"
"9584","Pfeiffer, Anthoon","Pfeiffer","","","Anthoon","officier","f84fac34-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//21///|NL-HaNA/2.01.15/175//123///"
"9585","Pfeiffer, Christiaan Bern(h)ard","Pfeiffer","","","Christiaan Bern(h)ard","officier","f84fb21a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//13///|NL-HaNA/2.01.15/175//77///|NL-HaNA/2.01.15/173//22///|NL-HaNA/2.01.15/172//101///|NL-HaNA/2.01.15/170//43///|NL-HaNA/2.01.15/159//114///|NL-HaNA/2.01.15/157//31///"
"9586","Pfeiffer, Erhard","Pfeiffer","","","Erhard","soldaat","f84fb710-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//64///"
"9587","Pfeiffer, J.A.","Pfeiffer","","J.A.","J.A.","officier","f84fbc4c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//14///"
"9588","Pfeiffer, Jacob","Pfeiffer","","","Jacob","onderofficier","f84fc0de-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//241///|NL-HaNA/2.01.15/163//29///"
"9589","Pfeiffer, Johannes","Pfeiffer","","","Johannes","onderofficier","f84fc688-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//112///|NL-HaNA/2.01.15/160//64///"
"9590","Pfeiffer, Johan Philip","Pfeiffer","","","Johan Philip","officier","f84fcb88-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/157//25///|NL-HaNA/2.01.15/172//56///|NL-HaNA/2.01.15/170//24///|NL-HaNA/2.01.15/159//114///"
"9591","Pfeiffer, Philip","Pfeiffer","","","Philip","onderofficier","f84fd16e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//12///|NL-HaNA/2.01.15/168//243///"
"9592","Pfeifferling, Henrich","Pfeifferling","","","Henrich","soldaat","f84fd768-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//41///|NL-HaNA/2.01.15/160//67a///"
"9593","Pfister, Johan Jacob","Pfister","","","Johan Jacob","officier","f84fdce0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//26///|NL-HaNA/2.01.15/175//72///|NL-HaNA/2.01.15/172//3///|NL-HaNA/2.01.15/159//117///"
"9594","Pfister, Johan Reinhard","Pfister","","","Johan Reinhard","onderofficier","f84fe1fe-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//154///|NL-HaNA/2.01.15/160//67///"
"9595","Pflug, A.G.F.","Pflug","","A.G.F.","A.G.F.","officier","f84fe816-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/179//6///|NL-HaNA/2.01.15/175//154///"
"9596","Pflug, G.F.","Pflug","","G.F.","G.F.","officier","f84fedd4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//17///"
"9597","Pfnor, T.C.C.","Pfnor","","T.C.C.","T.C.C.","officier","f84ff324-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//14///"
"9598","Pfund, J.","Pfund","","J.","J.","soldaat","f84ff892-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//10///|NL-HaNA/2.01.15/176//60///"
"9599","Pheffer, Coenraad","Pheffer","","","Coenraad","soldaat","f8500080-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//45///"
"9600","Pheiffer, A.","Pheiffer","","A.","A.","officier","f85005c6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/173//78///"
"9601","Pheiffer, Antoon","Pheiffer","","","Antoon","soldaat","f8500b70-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//139///|NL-HaNA/2.01.15/160//66///"
"9602","Pheiffer, C.","Pheiffer","","C.","C.","soldaat","f8501098-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//67///"
"9603","Pheiffer, Daniel","Pheiffer","","","Daniel","soldaat","f850158e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//66///"
"9604","Pheiffer, J.A.","Pheiffer","","J.A.","J.A.","officier","f8501aca-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//74///|NL-HaNA/2.01.15/173//22///"
"9605","Pheiffer, Jacob","Pheiffer","","","Jacob","soldaat","f8501fc0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//154///|NL-HaNA/2.01.15/160//65///"
"9606","Pheiffer, Johan Adam","Pheiffer","","","Johan Adam","onderofficier","f85025ba-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172//27///|NL-HaNA/2.01.15/159//120///"
"9607","Pheifferling, Henri","Pheifferling","","","Henri","soldaat","f8502b00-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//239///"
"9608","Pheyffer, C.","Pheyffer","","C.","C.","soldaat","f85030be-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//212///"
"9609","Pheyffer, Philip","Pheyffer","","","Philip","onderofficier","f85035f0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//212///"
"9610","Philippardt, H.","Philippardt","","H.","H.","soldaat","f8503d2a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//41///"
"9611","Philippart, C.","Philippart","","C.","C.","onderofficier","f85042de-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//176///|NL-HaNA/2.01.15/168//242///"
"9612","Philip(p)art, Matthijs","Philip(p)art","","","Matthijs","soldaat","f850493c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//11///|NL-HaNA/2.01.15/169//76///|NL-HaNA/2.01.15/168//243///"
"9613","Philippens, Pieter","Philippens","","","Pieter","soldaat","f8504f9a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//212///"
"9614","Philippert, C.","Philippert","","C.","C.","onderofficier","f8505468-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//66///"
"9615","Philippus, Pieter","Philippus","","","Pieter","soldaat","f85059cc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//50///"
"9616","Philips, B.","Philips","","B.","B.","soldaat","f8505f9e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//113///"
"9617","Philips, Hendrik","Philips","","","Hendrik","onderofficier","f850657a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//167///|NL-HaNA/2.01.15/167//67///|NL-HaNA/2.01.15/160//65///"
"9618","Philipse(n), E.","Philipse(n)","","E.","E.","officier","f8506a8e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184// 21///|NL-HaNA/2.01.15/184// 8///|NL-HaNA/2.01.15/184//6///|NL-HaNA/2.01.15/175//194///"
"9619","Philipsen, Herme","Philipsen","","","Herme","soldaat","f8506f48-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//64///"
"9620","Philipsen, P.","Philipsen","","P.","P.","onderofficier","f85074c0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//81///"
"9621","Philipsen, W.","Philipsen","","W.","W.","onderofficier","f8507a10-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//154///"
"9622","Philipson, Willem","Philipson","","","Willem","onderofficier","f8507fc4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//64///"
"9623","Phorten, --- van der","Phorten","van der","","---","officier","f85084ba-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/173//34///"
"9624","Phulleman, P.H.","Phulleman","","P.H.","P.H.","soldaat","f8508a28-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//139///"
"9625","Phijffer, Anthony","Phijffer","","","Anthony","onderofficier","f8508fb4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//64///"
"9626","Phijffer, J.","Phijffer","","J.","J.","onderofficier","f85094dc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//17///"
"9627","Phijffers, Anton","Phijffers","","","Anton","onderofficier","f8509a5e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//112///"
"9628","Picairne, J.","Picairne","","J.","J.","officier","f8509f72-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/158//1///"
"9629","Piccardt, J.A.","Piccardt","","J.A.","J.A.","officier","f850a526-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//85///"
"9630","Piccard(t), J.L.","Piccard(t)","","J.L.","J.L.","officier","f850a9d6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/179//3///|NL-HaNA/2.01.15/175//154///|NL-HaNA/2.01.15/173//22///"
"9631","Picegalia, Jean Baptist","Picegalia","","","Jean Baptist","soldaat","f850af08-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//112///|NL-HaNA/2.01.15/160//65///"
"9632","Pick, Philip","Pick","","","Philip","soldaat","f850b43a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//65///"
"9633","Pickhardt, Balthazar","Pickhardt","","","Balthazar","officier","f850b94e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//15///"
"9634","Pickhardt, Baltus","Pickhardt","","","Baltus","officier","f850e306-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/157//27///"
"9635","Pickhart, B.","Pickhart","","B.","B.","officier","f850ede2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/173//22///"
"9636","Pidoux, Fredrich","Pidoux","","","Fredrich","soldaat","f850f558-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//39///"
"9637","Piek, Arnoldus","Piek","","","Arnoldus","soldaat","f850fa4e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//139///|NL-HaNA/2.01.15/160//67///"
"9638","Piek, Pieter","Piek","","","Pieter","soldaat","f85100c0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//125///|NL-HaNA/2.01.15/160//65///"
"9639","Piekhardt, Baltus","Piekhardt","","","Baltus","officier","f8510804-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//13///|NL-HaNA/2.01.15/175//77///|NL-HaNA/2.01.15/172//108///"
"9640","Piekhart, Baltus","Piekhart","","","Baltus","officier","f8510dc2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/159//112///"
"9641","Pieper, J.H.","Pieper","","J.H.","J.H.","onderofficier","f85112b8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169// 191///|NL-HaNA/2.01.15/169//97///|NL-HaNA/2.01.15/166//108///|NL-HaNA/2.01.15/160//67a///"
"9642","Pieret, Adam","Pieret","","","Adam","soldaat","f851188a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//49///"
"9643","Pieron, Jean Noel","Pieron","","","Jean Noel","soldaat","f8511e5c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//19///"
"9644","Pierons, M.","Pierons","","M.","M.","soldaat","f85124a6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//65///"
"9645","Pierron, Jean Noel","Pierron","","","Jean Noel","soldaat","f8512a1e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//66///"
"9646","Pieters, A.","Pieters","","A.","A.","onderofficier","f8512ffa-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176// 76///|NL-HaNA/2.01.15/176//51///|NL-HaNA/2.01.15/185//2///"
"9647","Pieters, Andries","Pieters","","","Andries","soldaat","f851352c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//19///"
"9648","Pieters, Christiaan","Pieters","","","Christiaan","soldaat","f8513aea-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//154///|NL-HaNA/2.01.15/162//32///"
"9649","Pieters, Cornelis","Pieters","","","Cornelis","onderofficier","f85142b0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/183// 10///|NL-HaNA/2.01.15/183//8///|NL-HaNA/2.01.15/185//7///"
"9650","Pieters, G.","Pieters","","G.","G.","soldaat","f851486e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//37///"
"9651","Pieters, Hendrik","Pieters","","","Hendrik","onderofficier","f8514e40-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//239///|NL-HaNA/2.01.15/161//49///"
"9652","Pieters, Hendrik","Pieters","","","Hendrik","soldaat","f8515426-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//212///|NL-HaNA/2.01.15/160//64///"
"9653","Pieters, Hermanes","Pieters","","","Hermanes","soldaat","f8515958-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//33///"
"9654","Pieters, Hubert","Pieters","","","Hubert","soldaat","f8515ebc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//13///|NL-HaNA/2.01.15/168//239///"
"9655","Pieters, Huybrecht","Pieters","","","Huybrecht","soldaat","f85163c6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//40///"
"9656","Pieters, Jacob(us)","Pieters","","","Jacob(us)","soldaat","f85168da-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//243///|NL-HaNA/2.01.15/162//32///|NL-HaNA/2.01.15/158//3///"
"9657","Pieters, Jan","Pieters","","","Jan","soldaat","f8516e0c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//13///"
"9658","Pieters, Johannes","Pieters","","","Johannes","onderofficier","f851730c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//139///|NL-HaNA/2.01.15/160//64///"
"9659","Pieters, Lambert","Pieters","","","Lambert","soldaat","f8517866-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//213///"
"9660","Pieters, M.","Pieters","","M.","M.","soldaat","f8517d98-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//66///"
"9661","Pieters, Pieter","Pieters","","","Pieter","soldaat","f8518270-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//78///|NL-HaNA/2.01.15/174//40///|NL-HaNA/2.01.15/169//167///|NL-HaNA/2.01.15/167//67///"
"9662","Pieters, S., wed.v.A.Walters","Pieters","","S.","S.  wed.v.A.Walters","soldaat","f851889c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/181//2///|NL-HaNA/2.01.15/180//3///"
"9663","Pieters, Willem","Pieters","","","Willem","soldaat","f8518d88-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169// 213///|NL-HaNA/2.01.15/169//167///|NL-HaNA/2.01.15/167//67///"
"9664","Pietersen, Gerrit","Pietersen","","","Gerrit","soldaat","f851927e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//26///"
"9665","Pietersen, Thomas","Pietersen","","","Thomas","soldaat","f8519756-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//17///|NL-HaNA/2.01.15/183//26///"
"9666","Pilet, Francois","Pilet","","","Francois","officier","f8519dfa-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//76///|NL-HaNA/2.01.15/172//91///"
"9667","Pilet, Francois Abraham","Pilet","","","Francois Abraham","officier","f851a2f0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//26///|NL-HaNA/2.01.15/173//43///|NL-HaNA/2.01.15/170//89///|NL-HaNA/2.01.15/159//119///"
"9668","Pilkington, Francois","Pilkington","","","Francois","officier","f851a886-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//13///|NL-HaNA/2.01.15/175//78///|NL-HaNA/2.01.15/172//144///|NL-HaNA/2.01.15/170//27///|NL-HaNA/2.01.15/159//114///|NL-HaNA/2.01.15/157//12///"
"9669","Piloux, Daniel","Piloux","","","Daniel","soldaat","f851adae-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//39///"
"9670","Pinceel, Hendrik","Pinceel","","","Hendrik","onderofficier","f851b358-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//212///"
"9671","Pineda, B.","Pineda","","B.","B.","soldaat","f851b902-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//7///"
"9672","Pineda, B.F.","Pineda","","B.F.","B.F.","officier","f851be3e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//11///|NL-HaNA/2.01.15/158//1///|NL-HaNA/2.01.15/156//1///"
"9673","Pineda, E.D.","Pineda","","E.D.","E.D.","officier","f851c2f8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/157//34///"
"9674","Pineda, C. de","Pineda","de","C.","C.","officier","f851c85c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//18///"
"9675","Pineda, Etienne de","Pineda","de","","Etienne","officier","f851cde8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//14///|NL-HaNA/2.01.15/175//73///|NL-HaNA/2.01.15/172//10///|NL-HaNA/2.01.15/170//20///|NL-HaNA/2.01.15/159//113///"
"9676","Pineda, G.F. de","Pineda","de","G.F.","G.F.","officier","f851d69e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//99///"
"9677","Pineda, Guilliaume de","Pineda","de","","Guilliaume","officier","f851dc2a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//14///|NL-HaNA/2.01.15/175//77///|NL-HaNA/2.01.15/172//123///|NL-HaNA/2.01.15/159//115///|NL-HaNA/2.01.15/157//14///"
"9678","Pinieel, Hendrik","Pinieel","","","Hendrik","onderofficier","f851e210-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//65///"
"9679","Pinikeau, J.A. van","Pinikeau","van","J.A.","J.A.","officier","f851e76a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/173//22///"
"9680","Piper, Adriaan","Piper","","","Adriaan","officier","f851ed50-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//7///|NL-HaNA/2.01.15/172//100///|NL-HaNA/2.01.15/170//25///|NL-HaNA/2.01.15/159//114///"
"9681","Piper, A.S.","Piper","","A.S.","A.S.","officier","f851f28c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//196///"
"9682","Piper, Jan Coenraad","Piper","","","Jan Coenraad","officier","f851f840-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//4///|NL-HaNA/2.01.15/175//74///|NL-HaNA/2.01.15/172//42///|NL-HaNA/2.01.15/170//13///|NL-HaNA/2.01.15/159//112///|NL-HaNA/2.01.15/157//12///"
"9683","Piper, Willem","Piper","","","Willem","officier","f851fce6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//4///|NL-HaNA/2.01.15/175//78///|NL-HaNA/2.01.15/173//59///|NL-HaNA/2.01.15/170//21///|NL-HaNA/2.01.15/159//113///|NL-HaNA/2.01.15/157//11///"
"9684","Piron, Gilles Dieudonné","Piron","","","Gilles Dieudonné","officier","f8520290-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//73///|NL-HaNA/2.01.15/170//91///"
"9685","Pistor","Pistor","","","","officier","f8520812-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//197///"
"9686","Pistor, J.S.","Pistor","","J.S.","J.S.","officier","f8520d76-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//8///"
"9687","Pitcairn, Chris","Pitcairn","","","Chris","onderofficier","f8521258-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//15///"
"9688","Pitcairn, J.","Pitcairn","","J.","J.","officier","f8521848-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//13///|NL-HaNA/2.01.15/175//211///|NL-HaNA/2.01.15/156//1///"
"9689","Piters, Engel","Piters","","","Engel","soldaat","f8521dc0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//47///"
"9690","Piters, Lambert","Piters","","","Lambert","soldaat","f852239c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//66///"
"9691","Pitersen, G.","Pitersen","","G.","G.","soldaat","f852287e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//53///"
"9692","Pitoni, Johan Ulrich","Pitoni","","","Johan Ulrich","onderofficier","f8522f18-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//240///"
"9693","Pitoni, Ulrich","Pitoni","","","Ulrich","onderofficier","f85235d0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//65///"
"9694","Pitsch, George Frederik","Pitsch","","","George Frederik","officier","f8523ca6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//13///|NL-HaNA/2.01.15/175//75///|NL-HaNA/2.01.15/172//76///|NL-HaNA/2.01.15/170//65///|NL-HaNA/2.01.15/159//115///|NL-HaNA/2.01.15/157//8///"
"9695","Pittersen, Gerrit","Pittersen","","","Gerrit","soldaat","f852419c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//240///|NL-HaNA/2.01.15/160//67///"
"9696","Pittet, Guillaume","Pittet","","","Guillaume","soldaat","f852487c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//231///"
"9697","Pitz, Johan C.","Pitz","","C.","Johan C.","onderofficier","f8524dcc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//49///"
"9698","Pitz, Pieter","Pitz","","","Pieter","soldaat","f852531c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//213///"
"9699","Plaat, Lammert Janse","Plaat","","","Lammert Janse","soldaat","f85259a2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//191///|NL-HaNA/2.01.15/166//107///|NL-HaNA/2.01.15/160//67a///"
"9700","Plaat, E.G. van der","Plaat","van der","E.G.","E.G.","officier","f8525ed4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//19///"
"9701","Plaatonius, F.","Plaatonius","","F.","F.","soldaat","f8526442-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//68///|NL-HaNA/2.01.15/162//32///"
"9702","Plaisir, Georg","Plaisir","","","Georg","soldaat","f8526956-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//66///"
"9703","Plank, Andries","Plank","","","Andries","soldaat","f85271e4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//65///"
"9704","Planta, S.L.","Planta","","S.L.","S.L.","officier","f85276e4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/159//118///"
