"prs_id","prs_originelenaam","prs_achternaam","prs_tussenvoegsels","prs_initialen","prs_voornamen","rol_functie","prs_UUID","vwz_archivelink"
"544","Baum, Johannes","Baum","","","Johannes","onderofficier","f774583c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160// 9b///|NL-HaNA/2.01.15/160//8///|NL-HaNA/2.01.15/169//104///|NL-HaNA/2.01.15/166//8///"
"545","Bauman, C.","Bauman","","C.","C.","soldaat","f7745ddc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//7///"
"546","Bauman, Georg Hendrik","Bauman","","","Georg Hendrik","onderofficier","f774628c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//46///|NL-HaNA/2.01.15/166//10///"
"547","Bauman, Hendrik","Bauman","","","Hendrik","onderofficier","f77467be-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165// 4///|NL-HaNA/2.01.15/165//3///|NL-HaNA/2.01.15/169//130///"
"548","Bauman, Jacob","Bauman","","","Jacob","soldaat","f7746c6e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//8///"
"549","Bauman, Jan","Bauman","","","Jan","soldaat","f77472ae-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//23///|NL-HaNA/2.01.15/162//3///"
"550","Bauman, Johan","Bauman","","","Johan","soldaat","f77477a4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169// 238///|NL-HaNA/2.01.15/169//198///|NL-HaNA/2.01.15/165//4///"
"551","Bauman, Philip","Bauman","","","Philip","soldaat","f7747e84-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//21///|NL-HaNA/2.01.15/161//6///"
"552","Bauman, Tobias","Bauman","","","Tobias","soldaat","f77483fc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//4///"
"553","Bauman, Wilhelm","Bauman","","","Wilhelm","soldaat","f7748a1e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//3///"
"554","Baumans, W.","Baumans","","W.","W.","onderofficier","f7748f82-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//197///"
"555","Baumberger, Heinrich","Baumberger","","","Heinrich","onderofficier","f7749482-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//130///|NL-HaNA/2.01.15/165//5///"
"556","Baumgarten, W.C.","Baumgarten","","W.C.","W.C.","officier","f774990a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/173//62///"
"557","Baumgarter, Johan","Baumgarter","","","Johan","soldaat","f7749e8c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//5///"
"558","Baumgartner, Bastiaan","Baumgartner","","","Bastiaan","soldaat","f774a54e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//23///|NL-HaNA/2.01.15/169//63///|NL-HaNA/2.01.15/168//31///"
"559","Baumgartner, Johan","Baumgartner","","","Johan","soldaat","f774aaf8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//198///"
"560","Baur, Georg Leon","Baur","","","Georg Leon","soldaat","f774b034-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//37///"
"561","Bausman, P.C.","Bausman","","P.C.","P.C.","officier","f774b4da-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//6///"
"562","Bausmann, P.C.","Bausmann","","P.C.","P.C.","onderofficier","f774ba5c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172//13///"
"563","Baussman, L.","Baussman","","L.","L.","officier","f774c088-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//92///"
"564","Baussmann, Philip Christiaan","Baussmann","","","Philip Christiaan","officier","f774c588-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184// 21///|NL-HaNA/2.01.15/184//7///|NL-HaNA/2.01.15/159//17///"
"565","Baussmans, P.C.","Baussmans","","P.C.","P.C.","officier","f774cba0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//10///"
"566","Bauten, Bern","Bauten","","","Bern","soldaat","f774d10e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/166//6///"
"567","Bauwer, Frederik","Bauwer","","","Frederik","officier","f774d6e0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//48///|NL-HaNA/2.01.15/159//12///"
"568","Bauwers, Anthony","Bauwers","","","Anthony","soldaat","f774dca8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//21///"
"569","Bavel, Govert van","Bavel","van","","Govert","soldaat","f774e22a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//12///|NL-HaNA/2.01.15/183//15///"
"570","Bavel, Willem van","Bavel","van","","Willem","soldaat","f774e838-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//48///|NL-HaNA/2.01.15/168//15///|NL-HaNA/2.01.15/162//3///"
"571","Bavelaar, Pieter","Bavelaar","","","Pieter","soldaat","f774ee46-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//223///|NL-HaNA/2.01.15/160//9c///"
"572","Bavelaer, P.","Bavelaer","","P.","P.","soldaat","f774f382-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//223///"
"573","Bavelot, Louis","Bavelot","","","Louis","soldaat","f774f918-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//4///"
"574","Bavius de Vries, J.C.","Bavius de Vries","","J.C.","J.C.","officier","f774ff08-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/179//3///"
"575","Bavius de Vries, J.H.","Bavius de Vries","","J.H.","J.H.","officier","f7750548-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//136///"
"576","Bax, Gerrit Jan","Bax","","","Gerrit Jan","officier","f7750af2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//10///|NL-HaNA/2.01.15/175//120///|NL-HaNA/2.01.15/173//3///|NL-HaNA/2.01.15/172//149///"
"577","Bax, M.","Bax","","M.","M.","soldaat","f775101a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//171///|NL-HaNA/2.01.15/173//2///"
"578","Bazel, F.","Bazel","","F.","F.","soldaat","f7751574-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//9a///"
"579","Bazen, Johan","Bazen","","","Johan","onderofficier","f7751ac4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//9a///"
"580","Bazill van Baermeyer, Henri","Bazill van Baermeyer","","","Henri","officier","f7752064-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//125///"
"581","Bazing, N.","Bazing","","N.","N.","soldaat","f77525dc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//183///"
"582","Beas, Jacob","Beas","","","Jacob","soldaat","f7752b22-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//2///|NL-HaNA/2.01.15/168//17///|NL-HaNA/2.01.15/163//4///"
"583","Beaufort","Beaufort","","","","officier","f77531da-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//177///"
"584","Beaufort, --- de","Beaufort","de","","---","officier","f7753798-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/173//4///"
"585","Bechhart, Matthijs","Bechhart","","","Matthijs","soldaat","f7753e32-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//46///"
"586","Bechly","Bechly","","","","officier","f77544b8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/158//2///"
"587","Bechschneider, J.","Bechschneider","","J.","J.","officier","f7754b5c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//15///|NL-HaNA/2.01.15/173//4///"
"588","Bechs(ch)neider, J.S.","Bechs(ch)neider","","J.S.","J.S.","officier","f7755110-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//16///|NL-HaNA/2.01.15/172//125///"
"589","Bechthold, A.","Bechthold","","A.","A.","soldaat","f775564c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//74///"
"590","Bechtum, J.H.","Bechtum","","J.H.","J.H.","onderofficier","f7755c0a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//12///|NL-HaNA/2.01.15/176//62///"
"591","Beck, Gotfried","Beck","","","Gotfried","soldaat","f7756268-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//7///"
"592","Beck, Jacob","Beck","","","Jacob","onderofficier","f7756772-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//5///"
"593","Beck, Johan Frederik","Beck","","","Johan Frederik","soldaat","f7756c18-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//43///"
"594","Beck, Laurens","Beck","","","Laurens","onderofficier","f7757190-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//6///"
"595","Becker, C.","Becker","","C.","C.","onderofficier","f77576ea-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//48///"
"596","Becker, Christiaan Hendrik","Becker","","","Christiaan Hendrik","soldaat","f7757c80-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//31///|NL-HaNA/2.01.15/165//4///"
"597","Becker, Daniel Philip","Becker","","","Daniel Philip","soldaat","f775825c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/183//5///"
"598","Becker, Derk","Becker","","","Derk","soldaat","f7758874-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//46///"
"599","Becker, H.","Becker","","H.","H.","soldaat","f7758e32-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//3///"
"600","Becker, Jan","Becker","","","Jan","soldaat","f7759314-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//147///|NL-HaNA/2.01.15/160//9b///"
"601","Becker, J.F. Weyman","Becker","","J.F.","J.F. Weyman","officier","f77598aa-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//10///|NL-HaNA/2.01.15/175//5///|NL-HaNA/2.01.15/173//2///|NL-HaNA/2.01.15/157//28///"
"602","Becker, Johan Coenraad","Becker","","","Johan Coenraad","soldaat","f7759e0e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//37///"
"603","Becker, J.P.","Becker","","J.P.","J.P.","onderofficier","f775a2d2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//47///"
"604","Becker, Martin","Becker","","","Martin","soldaat","f775a872-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//244///|NL-HaNA/2.01.15/165//4///"
"605","Becker, Maurits","Becker","","","Maurits","onderofficier","f775adea-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//24///"
"606","Beckers, Johan Peter","Beckers","","","Johan Peter","onderofficier","f775b45c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/183//4///|NL-HaNA/2.01.15/168//40///"
"607","Becking, Jan Lucas","Becking","","","Jan Lucas","officier","f775b9ac-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//4///|NL-HaNA/2.01.15/173//60///|NL-HaNA/2.01.15/172//6///"
"608","Becking, S.L.","Becking","","S.L.","S.L.","officier","f775c33e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//5///"
"609","Beckman, J.","Beckman","","J.","J.","soldaat","f775c8c0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//199///"
"610","Becksnijther, Johannes Sebastiaan","Becksnijther","","","Johannes Sebastiaan","officier","f775cfb4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/159//19///"
"611","Becquer, H.A.","Becquer","","H.A.","H.A.","officier","f775d43c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/157//20///"
"612","Becquer, W.H.","Becquer","","W.H.","W.H.","officier","f775d996-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/179//2///|NL-HaNA/2.01.15/175//136///|NL-HaNA/2.01.15/173//3///"
"613","Bedaulx, Jean Henry","Bedaulx","","","Jean Henry","officier","f775df86-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172// 105///|NL-HaNA/2.01.15/172//59///|NL-HaNA/2.01.15/170// 46///|NL-HaNA/2.01.15/170//6///|NL-HaNA/2.01.15/175//12///|NL-HaNA/2.01.15/173//36///|NL-HaNA/2.01.15/159//9///"
"614","Bedaulx, Johan Henry","Bedaulx","","","Johan Henry","officier","f775e5d0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172//105///|NL-HaNA/2.01.15/170//46///|NL-HaNA/2.01.15/159//16///"
"615","Bedeaulx, J.H.J.","Bedeaulx","","J.H.J.","J.H.J.","officier","f775ec6a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//24///"
"616","Bedekker, Abram den","Bedekker","den","","Abram","soldaat","f775f232-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//22///"
"617","Beek, Daniel","Beek","","","Daniel","soldaat","f775f7dc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//9a///"
"618","Beek, Gotfrid","Beek","","","Gotfrid","soldaat","f775fd9a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//88///"
"619","Beek, Hendrik","Beek","","","Hendrik","soldaat","f7760808-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//199///"
"620","Beek, J.","Beek","","J.","J.","soldaat","f7760da8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/179//6///|NL-HaNA/2.01.15/175//137///|NL-HaNA/2.01.15/173//3///"
"621","Beek, J.F.","Beek","","J.F.","J.F.","soldaat","f776138e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//238///"
"622","Beek, J. ter","Beek","ter","J.","J.","onderofficier","f77618fc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//54///"
"623","Beek, C. van","Beek","van","C.","C.","soldaat","f7761e88-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/183//2///|NL-HaNA/2.01.15/169//236///"
"624","Beek, Daniel van","Beek","van","","Daniel","soldaat","f77623ba-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//72///|NL-HaNA/2.01.15/168//26///"
"625","Beek, Dirk","Beek","","","Dirk","soldaat","f7762932-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//22///"
"626","Beek, J. van","Beek","van","J.","J.","onderofficier","f7762f18-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//119///"
"627","Beek, Jan van","Beek","van","","Jan","soldaat","f77633f0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//57///|NL-HaNA/2.01.15/168//29///|NL-HaNA/2.01.15/160//9c///"
"628","Beek, Nicolaas van","Beek","van","","Nicolaas","soldaat","f77638e6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//38///|NL-HaNA/2.01.15/169//20///"
"629","Beek, Piet(er) van","Beek","van","","Piet(er)","soldaat","f7763ddc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//1///|NL-HaNA/2.01.15/168//17///"
"630","Beek, H. van der","Beek","van der","H.","H.","officier","f77642aa-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//2///|NL-HaNA/2.01.15/175//183///|NL-HaNA/2.01.15/173//4///"
"631","Beek, Jan van der","Beek","van der","","Jan","onderofficier","f7764840-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//7///"
"632","Beeken, C.","Beeken","","C.","C.","onderofficier","f7764e4e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//4///"
"633","Beeker, J.C.","Beeker","","J.C.","J.C.","onderofficier","f776545c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/166//9///"
"634","Beekers, Jan Hendrik","Beekers","","","Jan Hendrik","onderofficier","f7765d4e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//88///|NL-HaNA/2.01.15/160//6///"
